Prompt_Type,Pair_Index,Step_Index,Token_ID,Token_Text,Prefix_Text,Generated_Text,Species_ID,Species_Name,Occupation,Delta_Occupation,Grounded_Baseline_Occupation,Grounded_Deviation,Mode_Activation_Shift,Top_Token_Confidence,Spin_t,Mass_t,Mass_Lat_t,Momentum_t,Helicity_t,Group_Velocity_t,FP_Layer_t,gamma_t,Z_t,Resonance_Width_t,Fusion_Strength_t,Fusion_Rate_t
grounded_factual,0,0,330," ""","Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions: """," """,5,I_5,129.3737030029297,129.3737030029297,135.58767547607422,-6.213972473144537,0.4526901604729243,0.2680202126502991,1.2099989652633667,0.10421997308731079,0.0020281998440623283,2.094395160675049,1.2099989652633667,0.0016287361504510045,28.0,1.2289789915084839,18.702777862548828,3.141592653589793,0.0,0.0
grounded_factual,0,0,330," ""","Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions: """," """,1,I_1,129.03892517089844,129.03892517089844,133.4156349182129,-4.3767097473144645,0.4526901604729243,0.2680202126502991,1.2099989652633667,0.10421997308731079,0.0020281998440623283,2.094395160675049,1.2099989652633667,0.0016287361504510045,28.0,1.2289789915084839,18.702777862548828,3.141592653589793,0.0,0.0
grounded_factual,0,0,330," ""","Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions: """," """,3,I_3,127.76646423339844,127.76646423339844,127.82963790893555,-0.06317367553711506,0.4526901604729243,0.2680202126502991,1.2099989652633667,0.10421997308731079,0.0020281998440623283,2.094395160675049,1.2099989652633667,0.0016287361504510045,28.0,1.2289789915084839,18.702777862548828,3.141592653589793,0.0,0.0
grounded_factual,0,0,330," ""","Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions: """," """,2,I_2,120.51873016357422,120.51873016357422,124.33187789916992,-3.813147735595706,0.4526901604729243,0.2680202126502991,1.2099989652633667,0.10421997308731079,0.0020281998440623283,2.094395160675049,1.2099989652633667,0.0016287361504510045,28.0,1.2289789915084839,18.702777862548828,3.141592653589793,0.0,0.0
grounded_factual,0,0,330," ""","Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions: """," """,4,I_4,120.4438705444336,120.4438705444336,122.99552192687989,-2.5516513824462947,0.4526901604729243,0.2680202126502991,1.2099989652633667,0.10421997308731079,0.0020281998440623283,2.094395160675049,1.2099989652633667,0.0016287361504510045,28.0,1.2289789915084839,18.702777862548828,3.141592653589793,0.0,0.0
grounded_factual,0,1,59604,Paris,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions: ""Paris"," ""Paris",5,I_5,133.17724609375,3.8035430908203125,137.7355899810791,-4.558343887329102,0.4591614024835178,0.4713183641433716,1.5336287021636963,0.09534135460853577,0.10387096554040909,2.094395160675049,1.5336287021636963,0.0014274989953264594,28.0,1.3070093393325806,16.742570877075195,3.141592653589793,0.0,0.0
grounded_factual,0,1,59604,Paris,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions: ""Paris"," ""Paris",1,I_1,129.48631286621094,0.4473876953125,133.25822067260742,-3.7719078063964844,0.4591614024835178,0.4713183641433716,1.5336287021636963,0.09534135460853577,0.10387096554040909,2.094395160675049,1.5336287021636963,0.0014274989953264594,28.0,1.3070093393325806,16.742570877075195,3.141592653589793,0.0,0.0
grounded_factual,0,1,59604,Paris,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions: ""Paris"," ""Paris",3,I_3,128.27110290527344,0.504638671875,127.92258567810059,0.3485172271728487,0.6159941547112997,0.4713183641433716,1.5336287021636963,0.09534135460853577,0.10387096554040909,2.094395160675049,1.5336287021636963,0.0014274989953264594,28.0,1.3070093393325806,16.742570877075195,3.141592653589793,0.0,0.0
grounded_factual,0,1,59604,Paris,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions: ""Paris"," ""Paris",4,I_4,121.06919860839844,0.6253280639648438,122.63651161193847,-1.5673130035400362,0.4591614024835178,0.4713183641433716,1.5336287021636963,0.09534135460853577,0.10387096554040909,2.094395160675049,1.5336287021636963,0.0014274989953264594,28.0,1.3070093393325806,16.742570877075195,3.141592653589793,0.0,0.0
grounded_factual,0,1,59604,Paris,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions: ""Paris"," ""Paris",2,I_2,119.89288330078125,-0.6258468627929688,124.63045463562011,-4.7375713348388615,0.4591614024835178,0.4713183641433716,1.5336287021636963,0.09534135460853577,0.10387096554040909,2.094395160675049,1.5336287021636963,0.0014274989953264594,28.0,1.3070093393325806,16.742570877075195,3.141592653589793,0.0,0.0
grounded_factual,0,2,374, is,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions: ""Paris is"," ""Paris is",5,I_5,133.53565979003906,0.3584136962890625,139.54912910461425,-6.01346931457519,0.4654191369312354,0.5102944374084473,1.4508599042892456,0.10524667799472809,0.008769317530095577,2.094395160675049,1.4508599042892456,-0.001792751718312502,13.0,1.3547286987304688,18.826229095458984,3.141592653589793,0.0,0.0
grounded_factual,0,2,374, is,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions: ""Paris is"," ""Paris is",1,I_1,129.8230438232422,0.33673095703125,133.7806198120117,-3.95757598876952,0.4654191369312354,0.5102944374084473,1.4508599042892456,0.10524667799472809,0.008769317530095577,2.094395160675049,1.4508599042892456,-0.001792751718312502,13.0,1.3547286987304688,18.826229095458984,3.141592653589793,0.0,0.0
grounded_factual,0,2,374, is,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions: ""Paris is"," ""Paris is",3,I_3,127.66322326660156,-0.607879638671875,128.8190532684326,-1.155830001831049,0.4654191369312354,0.5102944374084473,1.4508599042892456,0.10524667799472809,0.008769317530095577,2.094395160675049,1.4508599042892456,-0.001792751718312502,13.0,1.3547286987304688,18.826229095458984,3.141592653589793,0.0,0.0
grounded_factual,0,2,374, is,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions: ""Paris is"," ""Paris is",2,I_2,120.70812225341797,0.8152389526367188,125.62194442749023,-4.913822174072266,0.4654191369312354,0.5102944374084473,1.4508599042892456,0.10524667799472809,0.008769317530095577,2.094395160675049,1.4508599042892456,-0.001792751718312502,13.0,1.3547286987304688,18.826229095458984,3.141592653589793,0.0,0.0
grounded_factual,0,2,374, is,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions: ""Paris is"," ""Paris is",4,I_4,120.57225799560547,-0.49694061279296875,122.86349983215332,-2.2912418365478544,0.4654191369312354,0.5102944374084473,1.4508599042892456,0.10524667799472809,0.008769317530095577,2.094395160675049,1.4508599042892456,-0.001792751718312502,13.0,1.3547286987304688,18.826229095458984,3.141592653589793,0.0,0.0
grounded_factual,0,3,7407, located,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions: ""Paris is located"," ""Paris is located",5,I_5,136.3612518310547,2.825592041015625,141.8170192718506,-5.45576744079591,0.45356569347255904,0.45108774304389954,1.5375440120697021,0.10686936229467392,0.12976683676242828,2.094395160675049,1.5375440120697021,0.0043838368728756905,15.0,1.2337602376937866,19.749032974243164,3.141592653589793,0.0,0.0
grounded_factual,0,3,7407, located,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions: ""Paris is located"," ""Paris is located",1,I_1,132.49110412597656,2.668060302734375,135.16370735168456,-2.672603225708002,0.45356569347255904,0.45108774304389954,1.5375440120697021,0.10686936229467392,0.12976683676242828,2.094395160675049,1.5375440120697021,0.0043838368728756905,15.0,1.2337602376937866,19.749032974243164,3.141592653589793,0.0,0.0
grounded_factual,0,3,7407, located,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions: ""Paris is located"," ""Paris is located",3,I_3,128.88851928710938,1.2252960205078125,130.49658737182617,-1.6080680847167912,0.45356569347255904,0.45108774304389954,1.5375440120697021,0.10686936229467392,0.12976683676242828,2.094395160675049,1.5375440120697021,0.0043838368728756905,15.0,1.2337602376937866,19.749032974243164,3.141592653589793,0.0,0.0
grounded_factual,0,3,7407, located,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions: ""Paris is located"," ""Paris is located",2,I_2,123.35698699951172,2.64886474609375,127.27955017089843,-3.922563171386713,0.45356569347255904,0.45108774304389954,1.5375440120697021,0.10686936229467392,0.12976683676242828,2.094395160675049,1.5375440120697021,0.0043838368728756905,15.0,1.2337602376937866,19.749032974243164,3.141592653589793,0.0,0.0
grounded_factual,0,3,7407, located,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions: ""Paris is located"," ""Paris is located",4,I_4,121.61642456054688,1.0441665649414062,123.96578216552734,-2.3493576049804688,0.45356569347255904,0.45108774304389954,1.5375440120697021,0.10686936229467392,0.12976683676242828,2.094395160675049,1.5375440120697021,0.0043838368728756905,15.0,1.2337602376937866,19.749032974243164,3.141592653589793,0.0,0.0
grounded_factual,0,4,304, in,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions: ""Paris is located in"," ""Paris is located in",5,I_5,138.17715454101562,1.8159027099609375,142.58175926208497,-4.404604721069347,0.44053001907938205,0.526587963104248,1.5065429210662842,0.11053674668073654,0.019034313037991524,2.094395160675049,1.5065429210662842,0.00034490207326598465,32.0,1.0979024171829224,22.266382217407227,3.141592653589793,0.0,0.0
grounded_factual,0,4,304, in,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions: ""Paris is located in"," ""Paris is located in",1,I_1,132.14434814453125,-0.3467559814453125,134.86252975463867,-2.718181610107422,0.44053001907938205,0.526587963104248,1.5065429210662842,0.11053674668073654,0.019034313037991524,2.094395160675049,1.5065429210662842,0.00034490207326598465,32.0,1.0979024171829224,22.266382217407227,3.141592653589793,0.0,0.0
grounded_factual,0,4,304, in,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions: ""Paris is located in"," ""Paris is located in",3,I_3,128.46717834472656,-0.4213409423828125,130.97283172607422,-2.5056533813476562,0.44053001907938205,0.526587963104248,1.5065429210662842,0.11053674668073654,0.019034313037991524,2.094395160675049,1.5065429210662842,0.00034490207326598465,32.0,1.0979024171829224,22.266382217407227,3.141592653589793,0.0,0.0
grounded_factual,0,4,304, in,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions: ""Paris is located in"," ""Paris is located in",2,I_2,123.62389373779297,0.26690673828125,127.48847198486328,-3.8645782470703125,0.44053001907938205,0.526587963104248,1.5065429210662842,0.11053674668073654,0.019034313037991524,2.094395160675049,1.5065429210662842,0.00034490207326598465,32.0,1.0979024171829224,22.266382217407227,3.141592653589793,0.0,0.0
